Rxn.name	Gene.reaction.association
HMR_2689	ENSG00000095321 or ENSG00000157184
HMR_2691	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2692	ENSG00000095321 or ENSG00000157184
HMR_2695	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2697	ENSG00000095321 or ENSG00000157184
HMR_2700	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2701	ENSG00000095321 or ENSG00000157184
HMR_2703	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2704	ENSG00000095321 or ENSG00000157184
HMR_2706	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2707	ENSG00000095321 or ENSG00000157184
HMR_2709	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2710	ENSG00000095321 or ENSG00000157184
HMR_2712	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2713	ENSG00000095321 or ENSG00000157184
HMR_2715	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2716	ENSG00000095321 or ENSG00000157184
HMR_2718	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2719	ENSG00000095321 or ENSG00000157184
HMR_2722	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2724	ENSG00000095321 or ENSG00000157184
HMR_2727	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2729	ENSG00000095321 or ENSG00000157184
HMR_2731	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2732	ENSG00000095321 or ENSG00000157184
HMR_2734	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2735	ENSG00000095321 or ENSG00000157184
HMR_2737	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2738	ENSG00000095321 or ENSG00000157184
HMR_2740	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2741	ENSG00000095321 or ENSG00000157184
HMR_2744	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2745	ENSG00000095321 or ENSG00000157184
HMR_2748	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2750	ENSG00000095321 or ENSG00000157184
HMR_2753	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2754	ENSG00000095321 or ENSG00000157184
HMR_2757	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2758	ENSG00000095321 or ENSG00000157184
HMR_2760	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2761	ENSG00000095321 or ENSG00000157184
HMR_2764	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2766	ENSG00000095321 or ENSG00000157184
HMR_2769	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2770	ENSG00000095321 or ENSG00000157184
HMR_2772	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2773	ENSG00000095321 or ENSG00000157184
HMR_2775	ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208
HMR_2776	ENSG00000095321 or ENSG00000157184
HMR_3519	
HMR_3520	
HMR_8417	
HMR_8418	
HMR_3027	
HMR_3028	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_3029	ENSG00000095321
HMR_3030	ENSG00000095321
HMR_3033	ENSG00000178537 or ENSG00000197119
HMR_3034	ENSG00000005469
HMR_3035	ENSG00000178537 or ENSG00000197119
HMR_3037	ENSG00000095321
HMR_2778	ENSG00000197375
HMR_2780	ENSG00000095321
HMR_2783	ENSG00000178537 or ENSG00000197119
HMR_2785	ENSG00000095321
HMR_2787	ENSG00000197375
HMR_2788	ENSG00000095321
HMR_2789	ENSG00000197375
HMR_2790	ENSG00000095321
HMR_2791	ENSG00000197375
HMR_2792	ENSG00000095321
HMR_2793	ENSG00000197375
HMR_2794	ENSG00000095321
HMR_2795	ENSG00000197375
HMR_2796	ENSG00000095321
HMR_2797	ENSG00000197375
HMR_2798	ENSG00000095321
HMR_2799	ENSG00000197375
HMR_2800	ENSG00000095321
HMR_2801	ENSG00000197375
HMR_2803	ENSG00000095321
HMR_2805	ENSG00000197375
HMR_2806	ENSG00000095321
HMR_2807	ENSG00000197375
HMR_2809	ENSG00000095321
HMR_2811	ENSG00000197375
HMR_2812	ENSG00000095321
HMR_2813	ENSG00000197375
HMR_2814	ENSG00000095321
HMR_2815	ENSG00000197375
HMR_2816	ENSG00000095321
HMR_2817	ENSG00000197375
HMR_2819	ENSG00000095321
HMR_2821	ENSG00000197375
HMR_2822	ENSG00000095321
HMR_2823	ENSG00000197375
HMR_2824	ENSG00000095321
HMR_2825	ENSG00000197375
HMR_2827	ENSG00000095321
HMR_2829	ENSG00000197375
HMR_2830	ENSG00000095321
HMR_2831	ENSG00000197375
HMR_2832	ENSG00000095321
HMR_2833	ENSG00000197375
HMR_2834	ENSG00000095321
HMR_2835	ENSG00000197375
HMR_2836	ENSG00000095321
HMR_2837	ENSG00000197375
HMR_2838	ENSG00000095321
HMR_2839	ENSG00000197375
HMR_2840	ENSG00000095321
HMR_2841	ENSG00000197375
HMR_2842	ENSG00000095321
HMR_2843	ENSG00000197375
HMR_2844	ENSG00000095321
HMR_2845	ENSG00000197375
HMR_2846	ENSG00000095321
HMR_2847	ENSG00000197375
HMR_2848	ENSG00000095321
HMR_2849	ENSG00000197375
HMR_2850	ENSG00000095321
HMR_2851	ENSG00000197375
HMR_2852	ENSG00000095321
HMR_2853	ENSG00000197375
HMR_2854	ENSG00000095321
HMR_2855	ENSG00000197375
HMR_2856	ENSG00000095321
HMR_2857	ENSG00000197375
HMR_2859	ENSG00000095321
HMR_2861	ENSG00000197375
HMR_2862	ENSG00000095321
HMR_2863	ENSG00000197375
HMR_2864	ENSG00000095321
HMR_2865	ENSG00000197375
HMR_2866	ENSG00000095321
HMR_2867	ENSG00000197375
HMR_2868	ENSG00000095321
HMR_2869	ENSG00000197375
HMR_2870	ENSG00000095321
HMR_2871	ENSG00000197375
HMR_2872	ENSG00000095321
HMR_2873	ENSG00000197375
HMR_2874	ENSG00000095321
HMR_2875	ENSG00000197375
HMR_2876	ENSG00000095321
HMR_2878	ENSG00000197375
HMR_2879	ENSG00000095321
HMR_2880	ENSG00000197375
HMR_2882	ENSG00000095321
HMR_2884	ENSG00000197375
HMR_2886	ENSG00000095321
HMR_2888	ENSG00000197375
HMR_2890	ENSG00000095321
HMR_2892	ENSG00000197375
HMR_2894	ENSG00000095321
HMR_2896	ENSG00000197375
HMR_2897	ENSG00000095321
HMR_2898	ENSG00000197375
HMR_2899	ENSG00000095321
HMR_2900	ENSG00000197375
HMR_2901	ENSG00000095321
HMR_2902	ENSG00000197375
HMR_2903	ENSG00000095321
HMR_2904	ENSG00000197375
HMR_2905	ENSG00000095321
HMR_2906	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2907	ENSG00000197375
HMR_2908	ENSG00000095321
HMR_2909	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2910	ENSG00000197375
HMR_2911	ENSG00000095321
HMR_2912	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2913	ENSG00000197375
HMR_2914	ENSG00000095321
HMR_2915	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2916	ENSG00000197375
HMR_2917	ENSG00000095321
HMR_2918	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2919	ENSG00000197375
HMR_2920	ENSG00000095321
HMR_2921	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2922	ENSG00000197375
HMR_2923	ENSG00000095321
HMR_2924	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2925	ENSG00000197375
HMR_2926	ENSG00000095321
HMR_2927	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2928	ENSG00000197375
HMR_2929	ENSG00000095321
HMR_2930	ENSG00000110090 or ENSG00000169169 or ENSG00000205560
HMR_2931	ENSG00000197375
HMR_2932	ENSG00000095321
HMR_0001	ENSG00000074416 or ENSG00000100997 or ENSG00000115884 or ENSG00000142798 or ENSG00000163686 or ENSG00000175445 or ENSG00000277494
HMR_0002	ENSG00000175445
HMR_0003	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0005	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_0449	ENSG00000115159
HMR_0604	ENSG00000058866 or ENSG00000065357 or ENSG00000077044 or ENSG00000102780 or ENSG00000136267 or ENSG00000145214 or ENSG00000149091 or ENSG00000153933 or ENSG00000157680 or ENSG00000274588
HMR_0605	ENSG00000062282 or ENSG00000106384 or ENSG00000124003 or ENSG00000166391 or ENSG00000185000
HMR_0665	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0667	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0668	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0669	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0670	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0671	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0672	ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200
HMR_0679	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_0680	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_0681	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_0682	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_0683	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_0684	ENSG00000074416 or ENSG00000100997 or ENSG00000163686
HMR_7588	ENSG00000116906
HMR_3053	
HMR_3054	
HMR_3055	
HMR_3057	ENSG00000087008 or ENSG00000161533
HMR_3058	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3059	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3060	ENSG00000060971 and ENSG00000167306
HMR_3062	ENSG00000087008 or ENSG00000161533
HMR_3063	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3064	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3065	ENSG00000060971 and ENSG00000167306
HMR_3066	ENSG00000087008 or ENSG00000161533
HMR_3067	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3068	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3069	ENSG00000060971 and ENSG00000167306
HMR_3070	ENSG00000087008 or ENSG00000161533
HMR_3071	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3072	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3073	ENSG00000060971 and ENSG00000167306
HMR_3074	ENSG00000087008 or ENSG00000161533
HMR_3075	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3076	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3077	ENSG00000060971 and ENSG00000167306
HMR_3078	ENSG00000087008 or ENSG00000161533
HMR_3079	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3080	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3081	ENSG00000060971 and ENSG00000167306
HMR_3082	ENSG00000087008 or ENSG00000161533
HMR_3083	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3084	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3085	ENSG00000060971 and ENSG00000167306
HMR_3086	ENSG00000087008 or ENSG00000161533
HMR_3087	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3088	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3089	ENSG00000060971 and ENSG00000167306
HMR_3090	ENSG00000087008 or ENSG00000161533
HMR_3091	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3092	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3093	ENSG00000060971 and ENSG00000167306
HMR_3094	ENSG00000087008 or ENSG00000161533
HMR_3095	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3096	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3097	ENSG00000060971 and ENSG00000167306
HMR_3098	ENSG00000087008 or ENSG00000161533
HMR_3099	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3100	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3101	ENSG00000060971 and ENSG00000167306
HMR_3102	ENSG00000087008 or ENSG00000161533
HMR_3103	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3104	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3106	
HMR_3056	
HMR_3326	ENSG00000087008 or ENSG00000161533
HMR_3327	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3328	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3329	ENSG00000060971 and ENSG00000167306
HMR_3330	ENSG00000087008 or ENSG00000161533
HMR_3331	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3332	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3333	ENSG00000060971 and ENSG00000167306
HMR_3334	ENSG00000087008 or ENSG00000161533
HMR_3335	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3336	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3337	ENSG00000060971 and ENSG00000167306
HMR_3338	ENSG00000087008 or ENSG00000161533
HMR_3339	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3340	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3341	ENSG00000060971 and ENSG00000167306
HMR_3342	ENSG00000087008 or ENSG00000161533
HMR_3343	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3344	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3345	ENSG00000060971 and ENSG00000167306
HMR_3346	ENSG00000087008 or ENSG00000161533
HMR_3347	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3348	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3349	ENSG00000060971 and ENSG00000167306
HMR_3350	ENSG00000087008 or ENSG00000161533
HMR_3351	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3352	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3353	ENSG00000060971 and ENSG00000167306
HMR_3355	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3364	ENSG00000087008 or ENSG00000161533
HMR_3365	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3367	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3368	ENSG00000060971 and ENSG00000167306
HMR_3369	ENSG00000087008 or ENSG00000161533
HMR_3370	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3372	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3373	ENSG00000060971 and ENSG00000167306
HMR_3375	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3478	
HMR_3480	ENSG00000140284
HMR_3481	ENSG00000116171
HMR_3482	ENSG00000140284
HMR_3484	ENSG00000107537
HMR_3486	ENSG00000131373 or ENSG00000182591
HMR_3488	ENSG00000107537
HMR_3489	ENSG00000068366 or ENSG00000103740 or ENSG00000119673 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000177465 or ENSG00000197142 or ENSG00000239642
HMR_3491	ENSG00000242110
HMR_3493	ENSG00000140284
HMR_3498	ENSG00000087008 or ENSG00000161533
HMR_3501	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3503	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3505	ENSG00000060971 and ENSG00000167306
HMR_3506	ENSG00000087008 or ENSG00000161533
HMR_3508	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3509	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3510	ENSG00000060971 and ENSG00000167306
HMR_3511	ENSG00000242110
HMR_3512	ENSG00000087008 or ENSG00000161533
HMR_3513	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3514	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3515	ENSG00000060971 and ENSG00000167306
HMR_3517	
HMR_3301	ENSG00000087008 or ENSG00000161533
HMR_3302	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3304	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3305	ENSG00000060971 and ENSG00000167306
HMR_3306	ENSG00000087008 or ENSG00000161533
HMR_3307	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3309	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3310	ENSG00000060971 and ENSG00000167306
HMR_3311	ENSG00000087008 or ENSG00000161533
HMR_3312	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3314	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3315	ENSG00000060971 and ENSG00000167306
HMR_3316	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3317	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3319	ENSG00000060971 and ENSG00000113790 and ENSG00000133835
HMR_3320	ENSG00000060971 and ENSG00000167306
HMR_3321	ENSG00000087008 or ENSG00000161533
HMR_3322	ENSG00000104325 or ENSG00000242612
HMR_3323	ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
HMR_3107	ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646
HMR_3108	ENSG00000084754 and ENSG00000113790 and ENSG00000127884
HMR_3109	ENSG00000072506 and ENSG00000084754 and ENSG00000138796
HMR_3110	ENSG00000084754 and ENSG00000138029 and ENSG00000167315
HMR_3111	ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646
HMR_3112	ENSG00000084754 and ENSG00000113790 and ENSG00000127884
HMR_3113	ENSG00000072506 and ENSG00000084754 and ENSG00000138796
HMR_3114	ENSG00000084754 and ENSG00000138029 and ENSG00000167315
HMR_3115	ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646
HMR_3116	ENSG00000084754 and ENSG00000113790 and ENSG00000127884
HMR_3117	ENSG00000072506 and ENSG00000084754 and ENSG00000138796
HMR_3118	ENSG00000084754 and ENSG00000138029 and ENSG00000167315
HMR_3121	ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646
HMR_3122	ENSG00000084754 and ENSG00000113790 and ENSG00000127884
HMR_3123	ENSG00000072506 and ENSG00000084754 and ENSG00000138796
HMR_3125	ENSG00000084754 and ENSG00000138029 and ENSG00000167315
HMR_3128	ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646
HMR_3129	ENSG00000084754 and ENSG00000113790 and ENSG00000127884
HMR_3130	ENSG00000072506 and ENSG00000084754 and ENSG00000138796
HMR_3132	ENSG00000084754 and ENSG00000138029 and ENSG00000167315
HMR_3135	ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646
HMR_3136	ENSG00000084754 and ENSG00000113790 and ENSG00000127884
HMR_3137	ENSG00000072506 and ENSG00000084754 and ENSG00000138796
HMR_3139	ENSG00000084754 and ENSG00000138029 and ENSG00000167315
